Transaction_ID,Customer_ID,Gender,Age,Category,Quantity,Unit_Price,Discount,Date,Store_Region,Online_Or_Offline,Payment_Method,Total_Amount
TXN-06242,CUST-1455,Male,39,Furniture,3,1199.64,0.08,2022-07-12,West,Offline,Debit Card,3311.01
TXN-06243,CUST-5285,Male,25,Grocery,7,45.52,0.08,2022-07-12,West,Online,Digital Wallet,293.15
TXN-06244,CUST-8597,Male,40,Electronics,2,412.2,0.06,2022-07-12,North,Online,Digital Wallet,774.94
TXN-06245,CUST-2218,Male,26,Beauty,1,163.76,0.06,2022-07-13,East,Offline,Cash,153.93
TXN-06246,CUST-6975,Male,51,Furniture,2,1048.22,0.12,2022-07-13,North,Offline,Cash,1844.87
TXN-06247,CUST-9665,Female,25,Beauty,1,60.84,0.09,2022-07-13,South,Offline,Credit Card,55.36
TXN-06248,CUST-2817,Female,29,Grocery,17,69.1,0.06,2022-07-14,East,Offline,Credit Card,1104.22
TXN-06249,CUST-9723,Female,42,Clothing,4,239.81,0.22,2022-07-14,South,Offline,Credit Card,748.21
TXN-06250,CUST-4963,Female,48,Beauty,4,215.62,0.15,2022-07-14,East,Offline,Credit Card,733.11
TXN-06251,CUST-3447,Male,60,Electronics,2,594.94,0.06,2022-07-14,West,Online,Digital Wallet,1118.49
TXN-06252,CUST-2926,Male,18,Beauty,1,160.0,0.14,2022-07-14,West,Online,Digital Wallet,137.6
TXN-06253,CUST-0208,Female,54,Furniture,4,1374.08,0.16,2022-07-14,West,Offline,Cash,4616.91
TXN-06254,CUST-0523,Female,66,Clothing,3,340.0,0.13,2022-07-14,West,Online,Digital Wallet,887.4
TXN-06255,CUST-7118,Male,41,Furniture,3,944.62,0.12,2022-07-15,East,Offline,Digital Wallet,2493.8
TXN-06256,CUST-4566,Female,47,Furniture,2,583.88,0.16,2022-07-15,South,Offline,Credit Card,980.92
TXN-06257,CUST-2512,Female,35,Furniture,2,516.15,0.11,2022-07-15,North,Online,Credit Card,918.75
TXN-06258,CUST-6570,Female,36,Beauty,4,55.61,0.1,2022-07-15,West,Offline,Debit Card,200.2
TXN-06259,CUST-2452,Female,26,Electronics,4,333.81,0.07,2022-07-15,East,Online,Debit Card,1241.77
TXN-06260,CUST-2292,Male,40,Electronics,2,854.75,0.13,2022-07-15,North,Offline,Credit Card,1487.26
TXN-06261,CUST-3061,Female,44,Grocery,8,95.94,0.01,2022-07-15,West,Offline,Credit Card,759.84
TXN-06262,CUST-1762,Male,26,Furniture,5,1095.13,0.11,2022-07-16,East,Offline,Credit Card,4873.33
TXN-06263,CUST-8698,Female,22,Clothing,4,140.22,0.12,2022-07-16,West,Offline,Credit Card,493.57
TXN-06264,CUST-2699,Male,34,Grocery,8,103.13,0.04,2022-07-16,East,Offline,Digital Wallet,792.04
TXN-06265,CUST-8480,Female,53,Beauty,2,90.94,0.13,2022-07-17,North,Online,Credit Card,158.24
TXN-06266,CUST-4319,Male,26,Furniture,2,579.45,0.1,2022-07-17,North,Offline,Debit Card,1043.01
TXN-06267,CUST-9787,Female,48,Clothing,5,136.7,0.1,2022-07-17,East,Online,Digital Wallet,615.15
TXN-06268,CUST-2689,Female,42,Furniture,2,689.91,0.15,2022-07-17,South,Online,Digital Wallet,1172.85
TXN-06269,CUST-7000,Female,71,Electronics,5,443.23,0.06,2022-07-17,East,Offline,Cash,2083.18
TXN-06270,CUST-9183,Male,65,Electronics,2,580.61,0.05,2022-07-17,South,Offline,Credit Card,1103.16
TXN-06271,CUST-2143,Male,18,Beauty,2,158.94,0.13,2022-07-17,West,Online,Digital Wallet,276.56
TXN-06272,CUST-6500,Female,46,Electronics,1,182.17,0.09,2022-07-17,North,Online,Digital Wallet,165.77
TXN-06273,CUST-4149,Male,60,Clothing,4,277.25,0.2,2022-07-17,East,Online,Credit Card,887.2
TXN-06274,CUST-2123,Male,50,Furniture,5,720.38,0.24,2022-07-17,North,Online,Digital Wallet,2737.44
TXN-06275,CUST-8278,Female,43,Furniture,2,1068.53,0.07,2022-07-18,South,Online,Digital Wallet,1987.47
TXN-06276,CUST-7743,Male,69,Electronics,4,145.4,0.06,2022-07-18,West,Offline,Digital Wallet,546.7
TXN-06277,CUST-6770,Female,18,Furniture,2,665.71,0.09,2022-07-18,East,Online,Credit Card,1211.59
TXN-06278,CUST-3807,Female,29,Furniture,3,669.89,0.2,2022-07-18,West,Offline,Credit Card,1607.74
TXN-06279,CUST-6230,Female,61,Grocery,7,27.24,0.01,2022-07-18,North,Offline,Debit Card,188.77
TXN-06280,CUST-9890,Female,41,Electronics,4,900.0,0.03,2022-07-19,South,Online,Digital Wallet,3492.0
TXN-06281,CUST-2143,Male,21,Beauty,2,77.9,0.15,2022-07-19,West,Online,Debit Card,132.43
TXN-06282,CUST-5821,Female,28,Clothing,4,213.41,0.25,2022-07-19,East,Offline,Debit Card,640.23
TXN-06283,CUST-8323,Female,44,Electronics,1,560.56,0.04,2022-07-19,East,Offline,Digital Wallet,538.14
TXN-06284,CUST-9817,Female,49,Furniture,1,405.04,0.17,2022-07-19,West,Online,Digital Wallet,336.18
TXN-06285,CUST-7885,Female,39,Clothing,1,464.34,0.22,2022-07-19,North,Online,Credit Card,362.19
TXN-06286,CUST-6319,Female,26,Clothing,2,106.57,0.11,2022-07-19,South,Online,Credit Card,189.69
TXN-06287,CUST-5490,Male,44,Furniture,1,1037.5,0.11,2022-07-20,West,Offline,Debit Card,923.38
TXN-06288,CUST-4577,Female,47,Clothing,1,286.65,0.13,2022-07-20,East,Online,Digital Wallet,249.39
TXN-06289,CUST-3283,Male,18,Clothing,4,66.41,0.15,2022-07-20,West,Online,Debit Card,225.79
TXN-06290,CUST-4800,Male,45,Furniture,2,1009.08,0.17,2022-07-21,North,Online,Digital Wallet,1675.07
TXN-06291,CUST-1043,Female,39,Beauty,4,135.43,0.12,2022-07-21,West,Online,Digital Wallet,476.71
TXN-06292,CUST-8099,Female,18,Furniture,3,287.52,0.12,2022-07-21,East,Offline,Debit Card,759.05
TXN-06293,CUST-8516,Male,44,Electronics,4,568.35,0.09,2022-07-21,East,Online,Debit Card,2068.79
TXN-06294,CUST-9464,Male,39,Electronics,1,327.14,0.11,2022-07-21,West,Offline,Digital Wallet,291.15
TXN-06295,CUST-3206,Female,28,Furniture,3,562.89,0.26,2022-07-21,East,Online,Debit Card,1249.62
TXN-06296,CUST-7414,Male,26,Clothing,1,96.24,0.19,2022-07-22,East,Online,Credit Card,77.95
TXN-06297,CUST-6218,Female,26,Beauty,2,153.52,0.11,2022-07-22,South,Offline,Credit Card,273.27
TXN-06298,CUST-5748,Male,28,Grocery,4,35.29,0.05,2022-07-22,West,Offline,Cash,134.1
TXN-06299,CUST-9202,Male,30,Clothing,3,327.15,0.22,2022-07-22,West,Online,Digital Wallet,765.53
TXN-06300,CUST-6262,Female,23,Grocery,17,38.78,0.02,2022-07-23,South,Offline,Digital Wallet,646.07
TXN-06301,CUST-5998,Female,36,Beauty,2,49.45,0.14,2022-07-23,East,Offline,Credit Card,85.05
TXN-06302,CUST-5693,Male,59,Grocery,12,55.15,0.01,2022-07-23,South,Offline,Credit Card,655.18
TXN-06303,CUST-2468,Female,50,Beauty,2,173.76,0.16,2022-07-23,West,Online,Digital Wallet,291.92
TXN-06304,CUST-9489,Male,33,Electronics,2,825.0,0.02,2022-07-23,East,Online,Credit Card,1617.0
TXN-06305,CUST-7068,Male,39,Grocery,12,29.04,0.03,2022-07-23,East,Online,Credit Card,338.03
TXN-06306,CUST-1096,Female,49,Grocery,5,39.64,0.06,2022-07-23,East,Online,Debit Card,186.31
TXN-06307,CUST-9567,Male,46,Grocery,5,107.81,0.02,2022-07-24,East,Offline,Debit Card,528.27
TXN-06308,CUST-8583,Female,46,Grocery,10,64.4,0.06,2022-07-24,East,Offline,Debit Card,605.36
TXN-06309,CUST-2007,Male,45,Furniture,1,472.65,0.08,2022-07-24,North,Online,Digital Wallet,434.84
TXN-06310,CUST-1889,Female,34,Grocery,7,61.1,0.1,2022-07-24,North,Offline,Debit Card,384.93
TXN-06311,CUST-3465,Male,74,Beauty,2,96.92,0.21,2022-07-25,West,Offline,Cash,153.13
TXN-06312,CUST-1995,Female,29,Beauty,2,34.49,0.22,2022-07-25,North,Offline,Cash,53.8
TXN-06313,CUST-4548,Male,18,Furniture,3,636.78,0.1,2022-07-25,East,Offline,Credit Card,1719.31
TXN-06314,CUST-8863,Female,38,Clothing,4,177.5,0.1,2022-07-25,South,Offline,Debit Card,639.0
TXN-06315,CUST-9200,Female,59,Beauty,4,90.0,0.18,2022-07-25,West,Offline,Cash,295.2
TXN-06316,CUST-4362,Male,39,Furniture,3,452.71,0.18,2022-07-26,East,Offline,Cash,1113.67
TXN-06317,CUST-2123,Female,72,Beauty,2,136.08,0.16,2022-07-26,North,Online,Digital Wallet,228.61
TXN-06318,CUST-8201,Male,25,Electronics,3,234.88,0.02,2022-07-26,North,Online,Debit Card,690.55
TXN-06319,CUST-2286,Male,47,Furniture,3,690.22,0.13,2022-07-26,East,Online,Credit Card,1801.47
TXN-06320,CUST-8876,Female,32,Grocery,8,65.16,0.04,2022-07-26,South,Offline,Cash,500.43
TXN-06321,CUST-5378,Female,35,Furniture,1,565.21,0.11,2022-07-26,East,Online,Digital Wallet,503.04
TXN-06322,CUST-3283,Male,43,Beauty,2,81.51,0.1,2022-07-27,West,Online,Digital Wallet,146.72
TXN-06323,CUST-8167,Male,49,Electronics,1,770.79,0.07,2022-07-27,North,Offline,Debit Card,716.83
TXN-06324,CUST-5220,Female,33,Electronics,1,252.57,0.02,2022-07-27,West,Offline,Digital Wallet,247.52
TXN-06325,CUST-5494,Male,44,Clothing,5,144.88,0.17,2022-07-27,West,Offline,Cash,601.25
TXN-06326,CUST-4786,Female,42,Clothing,2,145.84,0.16,2022-07-27,East,Offline,Digital Wallet,245.01
TXN-06327,CUST-3711,Male,68,Electronics,5,291.5,0.03,2022-07-27,East,Online,Digital Wallet,1413.78
TXN-06328,CUST-1920,Male,46,Furniture,3,1039.45,0.15,2022-07-27,East,Online,Digital Wallet,2650.6
TXN-06329,CUST-0829,Male,46,Clothing,5,139.13,0.14,2022-07-28,North,Offline,Digital Wallet,598.26
TXN-06330,CUST-9069,Female,33,Clothing,4,157.63,0.1,2022-07-28,North,Online,Digital Wallet,567.47
TXN-06331,CUST-7616,Female,42,Clothing,1,292.67,0.1,2022-07-28,North,Offline,Debit Card,263.4
TXN-06332,CUST-5015,Female,30,Clothing,2,118.16,0.22,2022-07-28,North,Offline,Debit Card,184.33
TXN-06333,CUST-5130,Female,66,Clothing,4,220.38,0.17,2022-07-28,East,Offline,Credit Card,731.66
TXN-06334,CUST-5995,Female,78,Furniture,2,793.0,0.16,2022-07-29,East,Online,Debit Card,1332.24
TXN-06335,CUST-9756,Female,36,Clothing,3,337.2,0.14,2022-07-29,East,Offline,Digital Wallet,869.98
TXN-06336,CUST-4018,Female,18,Electronics,1,600.0,0.09,2022-07-29,East,Online,Debit Card,546.0
TXN-06337,CUST-4384,Female,23,Clothing,1,89.78,0.14,2022-07-29,North,Offline,Credit Card,77.21
TXN-06338,CUST-6877,Female,35,Beauty,1,99.46,0.12,2022-07-29,North,Offline,Digital Wallet,87.52
TXN-06339,CUST-6221,Male,54,Electronics,3,335.31,0.12,2022-07-29,South,Offline,Debit Card,885.22
TXN-06340,CUST-2434,Female,39,Beauty,3,194.46,0.09,2022-07-30,South,Offline,Cash,530.88
TXN-06341,CUST-8296,Female,28,Furniture,1,1546.88,0.13,2022-07-30,East,Online,Digital Wallet,1345.79
TXN-06342,CUST-9468,Female,22,Clothing,2,242.46,0.1,2022-07-30,East,Online,Digital Wallet,436.43
TXN-06343,CUST-1617,Female,54,Beauty,2,117.38,0.1,2022-07-30,South,Offline,Digital Wallet,211.28
TXN-06344,CUST-1484,Male,38,Grocery,13,45.32,0.02,2022-07-30,East,Offline,Credit Card,577.38
TXN-06345,CUST-1659,Female,34,Beauty,4,112.54,0.18,2022-07-30,East,Offline,Cash,369.13
TXN-06346,CUST-5365,Male,66,Clothing,4,223.37,0.18,2022-07-30,North,Offline,Cash,732.65
TXN-06347,CUST-5168,Male,77,Grocery,9,32.68,0.09,2022-07-30,East,Offline,Credit Card,267.65
TXN-06348,CUST-9478,Male,59,Grocery,9,81.11,0.01,2022-07-31,West,Online,Credit Card,722.69
TXN-06349,CUST-4595,Female,43,Electronics,1,450.41,0.06,2022-07-31,West,Offline,Cash,423.39
TXN-06350,CUST-9026,Female,42,Electronics,2,833.55,0.02,2022-07-31,North,Online,Digital Wallet,1633.76
TXN-06351,CUST-9264,Female,27,Clothing,2,114.25,0.24,2022-07-31,South,Online,Debit Card,173.66
TXN-06352,CUST-1316,Female,58,Furniture,1,437.03,0.11,2022-07-31,West,Offline,Cash,388.96
TXN-06353,CUST-3267,Female,39,Beauty,1,38.56,0.1,2022-08-01,West,Offline,Debit Card,34.7
TXN-06354,CUST-4547,Male,35,Grocery,9,70.41,0.03,2022-08-01,South,Offline,Credit Card,614.68
TXN-06355,CUST-8852,Male,29,Grocery,11,55.7,0.02,2022-08-01,South,Offline,Digital Wallet,600.45
TXN-06356,CUST-8969,Female,56,Grocery,6,40.89,0.05,2022-08-01,North,Online,Digital Wallet,233.07
TXN-06357,CUST-5038,Male,22,Clothing,4,212.72,0.18,2022-08-01,South,Offline,Credit Card,697.72
TXN-06358,CUST-8778,Female,28,Electronics,4,214.51,0.09,2022-08-01,East,Offline,Cash,780.82
TXN-06359,CUST-4865,Male,42,Electronics,4,431.24,0.03,2022-08-01,North,Offline,Credit Card,1673.21
TXN-06360,CUST-1681,Female,18,Clothing,1,161.57,0.07,2022-08-01,West,Offline,Debit Card,150.26
TXN-06361,CUST-2570,Male,37,Furniture,2,923.91,0.06,2022-08-01,East,Online,Debit Card,1736.95
TXN-06362,CUST-3931,Female,27,Clothing,2,194.98,0.12,2022-08-01,South,Online,Debit Card,343.16
TXN-06363,CUST-0077,Male,57,Grocery,12,19.58,0.03,2022-08-01,East,Online,Debit Card,227.91
TXN-06364,CUST-6816,Female,34,Beauty,1,220.0,0.09,2022-08-01,West,Online,Digital Wallet,200.2
TXN-06365,CUST-0914,Male,36,Electronics,1,725.5,0.03,2022-08-01,East,Online,Digital Wallet,703.74
TXN-06366,CUST-5279,Male,50,Electronics,2,414.09,0.13,2022-08-01,West,Offline,Debit Card,720.52
TXN-06367,CUST-3256,Male,52,Beauty,2,126.75,0.09,2022-08-01,North,Online,Debit Card,230.68
TXN-06368,CUST-1559,Female,48,Clothing,5,108.1,0.12,2022-08-01,West,Online,Credit Card,475.64
TXN-06369,CUST-1527,Female,30,Furniture,3,1257.7,0.06,2022-08-02,South,Online,Credit Card,3546.71
TXN-06370,CUST-7281,Female,38,Grocery,2,19.1,0.03,2022-08-02,East,Online,Credit Card,37.05
TXN-06371,CUST-3819,Male,66,Electronics,1,220.74,0.03,2022-08-03,North,Offline,Cash,214.12
TXN-06372,CUST-8222,Female,23,Clothing,3,93.38,0.21,2022-08-03,East,Offline,Cash,221.31
TXN-06373,CUST-9972,Female,35,Beauty,1,214.5,0.19,2022-08-03,North,Online,Digital Wallet,173.74
TXN-06374,CUST-8431,Female,44,Clothing,6,358.96,0.16,2022-08-04,North,Offline,Digital Wallet,1809.16
TXN-06375,CUST-2366,Female,58,Grocery,13,40.99,0.03,2022-08-04,North,Offline,Credit Card,516.88
TXN-06376,CUST-2602,Male,26,Grocery,9,27.87,0.01,2022-08-04,East,Online,Debit Card,248.32
TXN-06377,CUST-1978,Male,42,Furniture,2,1687.5,0.18,2022-08-04,South,Offline,Credit Card,2767.5
TXN-06378,CUST-7236,Female,27,Electronics,3,775.63,0.04,2022-08-04,West,Online,Digital Wallet,2233.81
TXN-06379,CUST-9641,Female,34,Clothing,5,300.52,0.17,2022-08-04,North,Online,Debit Card,1247.16
TXN-06380,CUST-7184,Female,71,Grocery,4,60.58,0.03,2022-08-04,South,Offline,Credit Card,235.05
TXN-06381,CUST-2979,Male,56,Furniture,2,779.17,0.09,2022-08-04,West,Offline,Credit Card,1418.09
TXN-06382,CUST-7890,Male,18,Electronics,2,254.94,0.12,2022-08-04,South,Online,Digital Wallet,448.69
TXN-06383,CUST-9799,Female,38,Beauty,1,131.66,0.14,2022-08-04,East,Offline,Credit Card,113.23
TXN-06384,CUST-1472,Female,43,Furniture,3,742.88,0.13,2022-08-04,East,Offline,Digital Wallet,1938.92
TXN-06385,CUST-3073,Female,28,Beauty,1,57.3,0.12,2022-08-04,South,Online,Debit Card,50.42
TXN-06386,CUST-2891,Female,34,Electronics,4,781.35,0.13,2022-08-04,West,Online,Debit Card,2719.1
TXN-06387,CUST-0968,Female,46,Beauty,6,74.3,0.11,2022-08-04,South,Offline,Credit Card,396.76
TXN-06388,CUST-3337,Female,44,Clothing,2,167.96,0.18,2022-08-04,North,Offline,Debit Card,275.45
TXN-06389,CUST-8395,Male,22,Furniture,1,639.28,0.06,2022-08-04,South,Online,Digital Wallet,600.92
TXN-06390,CUST-0889,Male,22,Grocery,8,39.76,0.08,2022-08-04,West,Offline,Digital Wallet,292.63
TXN-06391,CUST-2374,Female,58,Beauty,3,151.4,0.2,2022-08-04,North,Online,Debit Card,363.36
TXN-06392,CUST-0810,Male,49,Grocery,11,71.3,0.04,2022-08-05,South,Offline,Credit Card,752.93
TXN-06393,CUST-0500,Female,36,Clothing,2,316.82,0.41,2022-08-05,West,Online,Debit Card,373.85
TXN-06394,CUST-6381,Male,42,Electronics,1,524.48,0.07,2022-08-05,West,Online,Debit Card,487.77
TXN-06395,CUST-7733,Female,18,Beauty,1,156.0,0.11,2022-08-05,North,Offline,Debit Card,138.84
TXN-06396,CUST-4406,Female,23,Clothing,4,200.35,0.18,2022-08-05,North,Online,Debit Card,657.15
TXN-06397,CUST-3531,Female,25,Clothing,1,196.4,0.14,2022-08-06,East,Online,Digital Wallet,168.9
TXN-06398,CUST-8146,Male,42,Grocery,11,90.64,0.02,2022-08-06,West,Offline,Credit Card,977.1
TXN-06399,CUST-5311,Female,48,Electronics,3,454.97,0.16,2022-08-06,North,Offline,Cash,1146.52
TXN-06400,CUST-6026,Male,58,Clothing,3,168.25,0.2,2022-08-06,West,Offline,Cash,403.8
TXN-06401,CUST-3775,Male,34,Clothing,1,353.23,0.25,2022-08-06,South,Online,Digital Wallet,264.92
TXN-06402,CUST-7323,Female,46,Furniture,5,741.34,0.2,2022-08-06,East,Offline,Cash,2965.36
TXN-06403,CUST-4993,Male,42,Clothing,4,397.85,0.32,2022-08-06,South,Offline,Credit Card,1082.15
TXN-06404,CUST-1211,Female,59,Electronics,1,338.47,0.04,2022-08-06,South,Offline,Cash,324.93
TXN-06405,CUST-5647,Male,23,Beauty,1,53.17,0.09,2022-08-06,South,Offline,Credit Card,48.38
TXN-06406,CUST-8395,Female,37,Clothing,4,214.52,0.38,2022-08-07,South,Online,Digital Wallet,532.01
TXN-06407,CUST-5552,Male,46,Furniture,2,1256.93,0.11,2022-08-07,North,Offline,Debit Card,2237.34
TXN-06408,CUST-7566,Male,50,Electronics,2,597.13,0.04,2022-08-07,North,Offline,Digital Wallet,1146.49
TXN-06409,CUST-9049,Male,68,Grocery,5,23.28,0.02,2022-08-07,South,Offline,Digital Wallet,114.07
TXN-06410,CUST-8480,Male,38,Electronics,1,355.92,0.03,2022-08-07,North,Online,Digital Wallet,345.24
TXN-06411,CUST-4895,Male,25,Grocery,16,29.02,0.06,2022-08-07,South,Online,Debit Card,436.46
TXN-06412,CUST-8892,Female,70,Grocery,8,24.98,0.01,2022-08-07,West,Online,Digital Wallet,197.84
TXN-06413,CUST-4098,Female,18,Clothing,4,98.4,0.2,2022-08-07,South,Online,Digital Wallet,314.88
TXN-06414,CUST-8640,Male,27,Furniture,5,849.45,0.15,2022-08-07,East,Offline,Credit Card,3610.16
TXN-06415,CUST-6193,Female,58,Beauty,3,81.5,0.16,2022-08-08,West,Offline,Debit Card,205.38
TXN-06416,CUST-8354,Male,28,Electronics,1,858.0,0.18,2022-08-08,North,Online,Credit Card,703.56
TXN-06417,CUST-4756,Male,50,Grocery,10,54.9,0.08,2022-08-08,East,Offline,Credit Card,505.08
TXN-06418,CUST-3871,Male,34,Electronics,3,433.22,0.11,2022-08-08,West,Online,Debit Card,1156.7
TXN-06419,CUST-8907,Female,45,Grocery,10,57.08,0.06,2022-08-08,North,Offline,Digital Wallet,536.55
TXN-06420,CUST-8162,Female,19,Electronics,3,318.66,0.11,2022-08-08,East,Offline,Cash,850.82
TXN-06421,CUST-0167,Male,45,Clothing,1,487.5,0.15,2022-08-08,North,Online,Digital Wallet,414.38
TXN-06422,CUST-1223,Male,29,Furniture,2,607.18,0.15,2022-08-09,North,Offline,Debit Card,1032.21
TXN-06423,CUST-5809,Female,45,Beauty,3,128.09,0.07,2022-08-09,East,Online,Digital Wallet,357.37
TXN-06424,CUST-0779,Male,38,Clothing,3,155.09,0.27,2022-08-09,North,Offline,Cash,339.65
TXN-06425,CUST-2254,Male,20,Clothing,4,124.93,0.2,2022-08-09,South,Offline,Digital Wallet,399.78
TXN-06426,CUST-5589,Male,23,Clothing,5,109.9,0.09,2022-08-09,North,Offline,Credit Card,500.04
TXN-06427,CUST-3012,Male,51,Electronics,2,298.06,0.13,2022-08-09,North,Offline,Credit Card,518.62
TXN-06428,CUST-1697,Male,50,Beauty,1,176.59,0.07,2022-08-09,South,Offline,Credit Card,164.23
TXN-06429,CUST-3480,Male,31,Clothing,5,440.0,0.08,2022-08-10,West,Offline,Cash,2024.0
TXN-06430,CUST-3123,Female,65,Clothing,3,175.31,0.25,2022-08-10,South,Online,Debit Card,394.45
TXN-06431,CUST-9401,Female,37,Clothing,7,180.79,0.24,2022-08-10,East,Offline,Cash,961.8
TXN-06432,CUST-4385,Male,36,Grocery,9,108.62,0.03,2022-08-10,West,Offline,Cash,948.25
TXN-06433,CUST-4182,Female,22,Beauty,2,55.73,0.1,2022-08-10,North,Online,Debit Card,100.31
TXN-06434,CUST-6739,Male,47,Grocery,7,53.54,0.11,2022-08-10,East,Offline,Credit Card,333.55
TXN-06435,CUST-8646,Female,18,Furniture,1,371.96,0.11,2022-08-10,West,Online,Digital Wallet,331.04
TXN-06436,CUST-5490,Male,45,Clothing,4,150.09,0.16,2022-08-10,West,Offline,Credit Card,504.3
TXN-06437,CUST-6740,Female,59,Beauty,3,106.92,0.11,2022-08-10,West,Offline,Cash,285.48
TXN-06438,CUST-1254,Male,44,Beauty,5,165.89,0.13,2022-08-10,North,Online,Digital Wallet,721.62
TXN-06439,CUST-4722,Male,29,Beauty,2,138.51,0.17,2022-08-10,South,Offline,Debit Card,229.93
TXN-06440,CUST-9716,Male,51,Grocery,11,82.04,0.04,2022-08-10,West,Offline,Cash,866.34
TXN-06441,CUST-8758,Male,19,Electronics,3,92.88,0.01,2022-08-10,North,Offline,Digital Wallet,275.85
TXN-06442,CUST-7161,Male,35,Electronics,3,454.01,0.07,2022-08-11,North,Online,Digital Wallet,1266.69
TXN-06443,CUST-9865,Male,28,Grocery,11,58.84,0.01,2022-08-11,East,Offline,Debit Card,640.77
TXN-06444,CUST-7000,Male,34,Electronics,3,499.42,0.17,2022-08-11,South,Offline,Debit Card,1243.56
TXN-06445,CUST-6015,Female,55,Electronics,1,388.26,0.14,2022-08-11,South,Offline,Credit Card,333.9
TXN-06446,CUST-8940,Female,44,Beauty,3,66.2,0.24,2022-08-11,North,Offline,Debit Card,150.94
TXN-06447,CUST-1498,Female,29,Grocery,6,19.61,0.04,2022-08-11,South,Online,Debit Card,112.95
TXN-06448,CUST-8715,Female,35,Clothing,2,238.01,0.08,2022-08-11,North,Online,Digital Wallet,437.94
TXN-06449,CUST-2198,Male,34,Grocery,13,46.0,0.02,2022-08-12,West,Offline,Credit Card,586.04
TXN-06450,CUST-6804,Female,18,Electronics,3,253.98,0.02,2022-08-12,North,Online,Digital Wallet,746.7
TXN-06451,CUST-5411,Male,48,Clothing,3,128.64,0.18,2022-08-12,East,Online,Credit Card,316.45
TXN-06452,CUST-7375,Male,20,Beauty,1,160.0,0.12,2022-08-12,West,Offline,Credit Card,140.8
TXN-06453,CUST-4148,Male,40,Clothing,4,195.06,0.07,2022-08-13,West,Offline,Digital Wallet,725.62
TXN-06454,CUST-2212,Female,39,Electronics,1,918.97,0.01,2022-08-13,North,Offline,Cash,909.78
TXN-06455,CUST-4828,Female,31,Grocery,7,53.0,0.04,2022-08-13,West,Online,Digital Wallet,356.16
TXN-06456,CUST-7073,Male,27,Electronics,5,591.48,0.04,2022-08-13,West,Online,Digital Wallet,2839.1
TXN-06457,CUST-6605,Male,33,Grocery,13,110.0,0.06,2022-08-13,West,Online,Debit Card,1344.2
TXN-06458,CUST-7653,Female,25,Furniture,3,1157.5,0.18,2022-08-14,West,Online,Digital Wallet,2847.45
TXN-06459,CUST-9321,Female,48,Furniture,2,1063.21,0.1,2022-08-14,West,Online,Credit Card,1913.78
TXN-06460,CUST-4370,Female,25,Clothing,1,89.76,0.15,2022-08-14,South,Online,Digital Wallet,76.3
TXN-06461,CUST-7730,Male,47,Electronics,4,747.47,0.08,2022-08-14,North,Offline,Cash,2750.69
TXN-06462,CUST-9468,Female,45,Furniture,1,1113.05,0.09,2022-08-14,East,Online,Debit Card,1012.88
TXN-06463,CUST-3422,Female,31,Clothing,4,151.16,0.21,2022-08-14,North,Offline,Digital Wallet,477.67
TXN-06464,CUST-6317,Male,56,Clothing,4,186.46,0.17,2022-08-14,West,Online,Digital Wallet,619.05
TXN-06465,CUST-2063,Male,62,Electronics,5,348.8,0.08,2022-08-14,North,Offline,Debit Card,1604.48
TXN-06466,CUST-8808,Female,21,Beauty,2,87.31,0.13,2022-08-15,East,Online,Digital Wallet,151.92
TXN-06467,CUST-6283,Female,26,Clothing,5,412.5,0.18,2022-08-15,East,Offline,Cash,1691.25
TXN-06468,CUST-9498,Female,57,Beauty,1,102.78,0.2,2022-08-15,West,Offline,Cash,82.22
TXN-06469,CUST-5929,Female,71,Beauty,4,74.15,0.08,2022-08-15,East,Offline,Credit Card,272.87
TXN-06470,CUST-5279,Male,46,Electronics,2,432.74,0.12,2022-08-15,West,Offline,Cash,761.62
TXN-06471,CUST-6480,Male,46,Grocery,9,110.91,0.03,2022-08-16,West,Offline,Cash,968.24
TXN-06472,CUST-0479,Male,18,Furniture,2,703.93,0.08,2022-08-16,North,Online,Digital Wallet,1295.23
TXN-06473,CUST-7455,Female,18,Beauty,3,144.0,0.09,2022-08-16,South,Offline,Credit Card,393.12
TXN-06474,CUST-6989,Female,47,Clothing,3,460.0,0.42,2022-08-16,West,Online,Digital Wallet,800.4
TXN-06475,CUST-8126,Female,29,Beauty,3,148.78,0.12,2022-08-16,South,Offline,Cash,392.78
TXN-06476,CUST-5127,Male,45,Electronics,5,389.16,0.17,2022-08-16,South,Online,Debit Card,1615.01
TXN-06477,CUST-5269,Male,53,Clothing,1,136.9,0.05,2022-08-16,East,Offline,Cash,130.06
TXN-06478,CUST-6186,Male,49,Beauty,1,75.19,0.06,2022-08-16,South,Online,Debit Card,70.68
TXN-06479,CUST-0822,Female,51,Beauty,3,134.19,0.08,2022-08-16,West,Online,Credit Card,370.36
TXN-06480,CUST-7742,Female,59,Beauty,2,61.1,0.23,2022-08-16,West,Offline,Digital Wallet,94.09
TXN-06481,CUST-4206,Male,43,Clothing,1,220.19,0.19,2022-08-17,West,Offline,Cash,178.35
TXN-06482,CUST-3070,Male,41,Furniture,2,1225.75,0.1,2022-08-17,South,Offline,Cash,2206.35
TXN-06483,CUST-1539,Female,18,Clothing,3,92.98,0.21,2022-08-17,North,Offline,Credit Card,220.36
TXN-06484,CUST-7029,Female,23,Electronics,2,396.52,0.1,2022-08-17,North,Online,Debit Card,713.74
